route_id,route_name,name2crawl,s_stop,e_stop,s_time,e_time,distance,avg_velocity,duration,orientation_coords,destination_coords,province,city,v_name,trip,destination,vehicle_type,grade_energy,stop_num,base_energy
410900010143,1路(高铁公交客运中心--胡乜),1,高铁公交客运中心,胡乜,2025-01-20 06:30:00,2025-01-20 07:34:14,20335.0,18.99481058640374,64.23333333333332,"(115.14304445029791, 35.76764522240244)","(114.99315158176897, 35.758773790227096)",河南省,濮阳市,2,1,5335,large,0.1519999999999999,36,20.453814312921644
410900010144,1路(胡乜--高铁公交客运中心),1,胡乜,高铁公交客运中心,2025-01-20 07:23:00,2025-01-20 08:34:54,20559.0,17.15632823365786,71.9,"(114.99302532155141, 35.75647107381662)","(115.14304645406683, 35.76764522575136)",河南省,濮阳市,9,1,15889,large,-0.1899999999999999,38,20.276107865090403
410900010144,1路(胡乜--高铁公交客运中心),1,胡乜,高铁公交客运中心,2025-01-20 07:47:00,2025-01-20 08:58:54,20559.0,17.15632823365786,71.9,"(114.99302532155141, 35.75647107381662)","(115.14304645406683, 35.76764522575136)",河南省,濮阳市,2,2,15889,large,-0.1899999999999999,38,20.276107865090403
410900010143,1路(高铁公交客运中心--胡乜),1,高铁公交客运中心,胡乜,2025-01-20 08:51:00,2025-01-20 10:06:26,20335.0,16.174547061422892,75.43333333333334,"(115.14304445029791, 35.76764522240244)","(114.99315158176897, 35.758773790227096)",河南省,濮阳市,9,2,5335,large,0.1519999999999999,36,20.052363901458243
410900010144,1路(胡乜--高铁公交客运中心),1,胡乜,高铁公交客运中心,2025-01-20 06:44:00,2025-01-20 10:48:33,61453.0,17.348713927227102,212.53333333333336,"(114.99302532155141, 35.75647107381662)","(115.14304645406683, 35.76764522575136)",河南省,濮阳市,3,1,15889,large,-0.1899999999999999,38,60.84589874259609
410900010144,1路(胡乜--高铁公交客运中心),1,胡乜,高铁公交客运中心,2025-01-20 06:45:00,2025-01-20 11:48:33,81788.0,18.24832971800434,268.9166666666667,"(115.14304445029791, 35.76764522240244)","(115.14304645406683, 35.76764522575136)",河南省,濮阳市,4,1,15889,large,-0.1899999999999999,38,81.5805039115026
410900010143,1路(高铁公交客运中心--胡乜),1,高铁公交客运中心,胡乜,2025-01-20 06:30:00,2025-01-20 11:54:14,81788.0,17.73074792243767,276.7666666666667,"(114.99302532155141, 35.75647107381662)","(114.99315158176897, 35.758773790227096)",河南省,濮阳市,1,1,5335,large,0.1519999999999999,36,81.29971305551773
410900010144,1路(胡乜--高铁公交客运中心),1,胡乜,高铁公交客运中心,2025-01-20 06:59:00,2025-01-20 12:02:33,81788.0,18.24832971800433,268.91666666666674,"(115.14304445029791, 35.76764522240244)","(115.14304645406683, 35.76764522575136)",河南省,濮阳市,6,1,15889,large,-0.1899999999999999,38,81.5805039115026
410900010143,1路(高铁公交客运中心--胡乜),1,高铁公交客运中心,胡乜,2025-01-20 11:06:00,2025-01-20 12:10:14,20335.0,18.994810586403737,64.23333333333333,"(115.14304445029791, 35.76764522240244)","(114.99315158176897, 35.758773790227096)",河南省,濮阳市,3,2,5335,large,0.1519999999999999,36,20.45381431292164
410900010143,1路(高铁公交客运中心--胡乜),1,高铁公交客运中心,胡乜,2025-01-20 06:58:00,2025-01-20 12:26:14,81788.0,17.730747922437665,276.76666666666677,"(114.99302532155141, 35.75647107381662)","(114.99315158176897, 35.758773790227096)",河南省,濮阳市,5,1,5335,large,0.1519999999999999,36,81.29971305551771
410900010144,1路(胡乜--高铁公交客运中心),1,胡乜,高铁公交客运中心,2025-01-20 07:14:00,2025-01-20 12:32:33,81788.0,17.518700541441067,280.1166666666667,"(115.14304445029791, 35.76764522240244)","(115.14304645406683, 35.76764522575136)",河南省,濮阳市,8,1,15889,large,-0.1899999999999999,38,81.1790535000392
