,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
SA32509,-8.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-4.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,0.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-20.0,0.0,11.815758450891737,0.0,-28.0,0.0,0.0
SA32513,-19.0,-20.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.72671368135767,0.0,0.0,0.0,0.0
SA32527,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,0.0,0.0,0.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-16.0,0.0,-11.0,-8.0,-19.0,0.0,-15.0,0.0,12.483139314722202,0.0,0.0,0.0,0.0
SA32542,-12.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,-8.0,0.0,-5.0,-16.0,0.0,-11.0,0.0,-19.0,0.0,-15.0,0.0,12.502983504076392,0.0,0.0,0.0,0.0
SA32551,-17.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-10.0,0.0,0.0,0.0,-20.0,0.0,0.0,-14.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.586781598918982,0.0,0.0,0.0,0.0
SA32567,-14.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-10.0,0.0,-20.0,-8.0,-11.0,-9.0,0.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.528175340519347,0.0,0.0,0.0,0.0
SA32576,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-15.0,-8.0,-20.0,0.0,12.469147654724072,0.0,0.0,0.0,0.0
SA32579,-17.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,-20.0,0.0,0.0,-14.0,-20.0,-19.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.612078170774865,0.0,0.0,0.0,0.0
SA32595,-13.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-10.0,0.0,-20.0,-8.0,0.0,-9.0,0.0,-10.0,-15.0,0.0,0.0,-6.0,-20.0,-11.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.46435352937923,0.0,0.0,0.0,0.0
SA32596,-19.0,-20.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,-14.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.723807081137837,0.0,0.0,0.0,0.0
SA32644,-3.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-7.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,-8.0,-15.0,0.0,-9.0,-2.0,12.37904707870256,0.0,0.0,0.0,0.0
SA32667,-17.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-10.0,0.0,0.0,0.0,-20.0,0.0,0.0,-14.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.612562363995742,0.0,0.0,0.0,0.0
SA32668,-7.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,-6.0,0.0,0.0,-5.0,0.0,0.0,-11.0,0.0,-19.0,-8.0,-9.0,0.0,11.804094495718465,0.0,-28.0,0.0,0.0
SA32670,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,0.0,-5.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-20.0,0.0,12.42895381478441,0.0,0.0,0.0,0.0
SA32672,0.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-7.0,-4.0,-9.0,-6.0,-7.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-5.0,-6.0,-3.0,-2.0,-5.0,-6.0,-3.0,-11.0,-5.0,-14.0,-3.0,-9.0,-2.0,11.72146236711749,8.881784197001252e-16,-28.0,0.0,0.0
SA32674,-6.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-14.0,-8.0,-9.0,0.0,11.792429454180619,0.0,-28.0,0.0,0.0
SA32675,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,0.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-11.0,0.0,-8.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-15.0,0.0,-20.0,0.0,12.466898623535329,0.0,0.0,0.0,0.0
SA32678,-3.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-7.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.770150114462364,0.0,-28.0,0.0,0.0
SA32681,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-5.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,-3.0,0.0,-5.0,0.0,0.0,-11.0,0.0,-20.0,-8.0,-15.0,0.0,12.433007518808223,0.0,0.0,0.0,0.0
SA32698,-12.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,0.0,0.0,0.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-19.0,-8.0,-20.0,0.0,12.490795728670289,0.0,0.0,0.0,0.0
SA32712,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,-3.0,0.0,-5.0,0.0,0.0,-11.0,0.0,-20.0,-8.0,-15.0,0.0,12.379497264888249,0.0,0.0,0.0,0.0
SA32735,-3.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-7.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,0.0,-14.0,-8.0,-9.0,-2.0,11.769505187360496,0.0,-28.0,0.0,0.0
SA32738,-3.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-7.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,0.0,-15.0,-8.0,-9.0,-2.0,12.37840215160069,0.0,0.0,0.0,0.0
SA32739,-13.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-11.0,-9.0,0.0,-16.0,-15.0,-7.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.506527266573135,0.0,0.0,0.0,0.0
SA32740,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,-20.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.865836771577246,0.0,0.0,0.0,0.0
SA32757,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-11.0,-6.0,-8.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-15.0,0.0,-9.0,0.0,12.403426227726975,0.0,0.0,0.0,0.0
SA32762,-7.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,-6.0,0.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-19.0,0.0,-9.0,0.0,11.764526454254552,0.0,-28.0,0.0,0.0
SA32783,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,0.0,0.0,0.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-16.0,0.0,-11.0,0.0,-19.0,-8.0,-15.0,0.0,12.48249438762033,0.0,0.0,0.0,0.0
SA32786,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-15.0,0.0,-15.0,0.0,12.406589570570642,0.0,0.0,0.0,0.0
SA32787,-4.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.773095334905033,0.0,-28.0,0.0,0.0
SA32795,-15.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-20.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,12.525193825421958,0.0,0.0,0.0,0.0
SA32817,-16.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-10.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,0.0,-20.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.577528240621685,0.0,0.0,0.0,0.0
SA32836,-1.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-7.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,-5.0,-15.0,-3.0,-9.0,-2.0,12.372135310014913,0.0,0.0,0.0,0.0
SA32838,-5.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-14.0,-8.0,-9.0,-2.0,11.74288611056706,0.0,-28.0,0.0,0.0
SA32862,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-8.0,-6.0,0.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-15.0,-8.0,-20.0,0.0,12.456792609650302,0.0,0.0,0.0,0.0
SA32876,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-11.0,0.0,-8.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-15.0,0.0,-15.0,0.0,12.415781272800748,0.0,0.0,0.0,0.0
SA32877,-3.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-7.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,-8.0,-15.0,0.0,-9.0,-2.0,12.338834110136785,0.0,0.0,0.0,0.0
SA32883,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,0.0,0.0,0.0,-20.0,-6.0,-8.0,-6.0,0.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-19.0,-8.0,-20.0,0.0,12.478440683596517,0.0,0.0,0.0,0.0
SA32884,-9.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-6.0,0.0,0.0,-8.0,-15.0,0.0,-20.0,0.0,12.399979217462059,0.0,0.0,0.0,0.0
SA32885,-3.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.728074591205967,8.881784197001252e-16,-28.0,0.0,0.0
SA32887,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-20.0,0.0,-9.0,0.0,12.367699591547717,0.0,0.0,0.0,0.0
SA32888,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,-3.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-20.0,0.0,-15.0,0.0,12.420267605187266,0.0,0.0,0.0,0.0
SA32889,-2.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-7.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,-8.0,-15.0,0.0,-9.0,-2.0,12.375052490641922,0.0,0.0,0.0,0.0
SA32894,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-11.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-8.0,-20.0,0.0,-20.0,0.0,12.473272719703983,0.0,0.0,0.0,0.0
SA32902,-13.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,-12.0,0.0,0.0,0.0,-19.0,0.0,-20.0,0.0,12.467378506222703,0.0,0.0,0.0,0.0
SA32917,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-11.0,-6.0,-8.0,0.0,-5.0,0.0,0.0,-11.0,0.0,-20.0,0.0,-9.0,0.0,12.417104262343601,0.0,0.0,0.0,0.0
SA32951,-15.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-20.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,12.54649058325768,0.0,0.0,0.0,0.0
SA32952,-18.0,-20.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,-18.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,12.701342360499325,0.0,0.0,0.0,0.0
SA32968,-12.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-16.0,-15.0,-7.0,0.0,-6.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.487383918444886,0.0,0.0,0.0,0.0
SA32970,-20.0,-20.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.765209721296708,0.0,-1.0,0.0,0.0
SA32971,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-11.0,0.0,-8.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-15.0,0.0,-20.0,0.0,12.466852897725051,0.0,0.0,0.0,0.0
SA32984,-21.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,0.0,0.0,12.916070283554376,0.0,-1.0,0.0,0.0
SA32986,-12.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,0.0,0.0,0.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-16.0,0.0,0.0,-8.0,-19.0,0.0,-20.0,0.0,12.49144065577216,0.0,0.0,0.0,0.0
SA32988,-16.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-10.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,0.0,-20.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.53652220084222,0.0,0.0,0.0,0.0
