,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
SA31474,-4.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-15.0,-8.0,-9.0,-2.0,12.382383872628612,0.0,0.0,0.0,0.0
SA31529,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,-3.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-20.0,0.0,-15.0,0.0,12.380054636621487,0.0,0.0,0.0,0.0
SA31576,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,0.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-11.0,-8.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-8.0,-20.0,0.0,-20.0,0.0,12.47320605464546,0.0,0.0,0.0,0.0
SA31642,-18.0,-20.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,-20.0,0.0,0.0,-14.0,-20.0,-19.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.659282964945278,0.0,0.0,0.0,0.0
SA31660,-13.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,-8.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-19.0,0.0,-20.0,0.0,12.511284845126347,0.0,0.0,0.0,0.0
SA31691,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-11.0,0.0,-8.0,0.0,-5.0,-16.0,0.0,-11.0,0.0,-15.0,0.0,-15.0,0.0,12.458551556675094,0.0,0.0,0.0,0.0
SA31714,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-15.0,0.0,-9.0,0.0,12.406365911827868,0.0,0.0,0.0,0.0
SA31752,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,0.0,0.0,-5.0,0.0,0.0,0.0,-8.0,-20.0,0.0,-20.0,0.0,12.42834528749445,0.0,0.0,0.0,0.0
SA31785,-13.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,0.0,0.0,0.0,-20.0,-6.0,-11.0,0.0,0.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-19.0,0.0,-20.0,0.0,12.501911329186223,0.0,0.0,0.0,0.0
SA31786,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.464600044989798,0.0,0.0,0.0,0.0
SA31806,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-15.0,-8.0,-9.0,0.0,12.36559557152885,0.0,0.0,0.0,0.0
SA31812,-11.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.443291428242523,0.0,0.0,0.0,0.0
SA31813,-5.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-15.0,0.0,-9.0,0.0,12.354021556931093,0.0,0.0,0.0,0.0
SA31823,-5.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-14.0,-8.0,-9.0,-2.0,11.783011523764209,0.0,-28.0,0.0,0.0
SA31826,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-15.0,0.0,-20.0,0.0,12.432149995909153,0.0,0.0,0.0,0.0
SA31833,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-7.0,-5.0,-9.0,-6.0,-7.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-6.0,-6.0,-3.0,-2.0,-5.0,-6.0,-3.0,-11.0,-5.0,-15.0,-3.0,-9.0,-2.0,12.331172518430334,0.0,0.0,0.0,0.0
SA31835,-2.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-7.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,0.0,-14.0,-8.0,-9.0,-2.0,11.764697412227207,8.881784197001252e-16,-28.0,0.0,0.0
SA31852,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-16.0,0.0,-11.0,0.0,-15.0,-8.0,-15.0,0.0,12.460846313674116,0.0,0.0,0.0,0.0
SA31874,-19.0,-20.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,-14.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.68271996811483,0.0,0.0,0.0,0.0
SA31877,-6.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-9.0,0.0,11.752861412716712,0.0,-28.0,0.0,0.0
SA31903,-16.0,-13.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,-14.0,-20.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,12.581524706631736,0.0,0.0,0.0,0.0
SA31938,-12.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,0.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-11.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.442705455433016,0.0,0.0,0.0,0.0
SA31998,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,0.0,0.0,-15.0,-8.0,-20.0,0.0,12.401890939444959,0.0,0.0,0.0,0.0
SA32065,-5.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.78365645086608,0.0,-28.0,0.0,0.0
SA32087,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-20.0,0.0,-9.0,0.0,12.407912560113495,0.0,0.0,0.0,0.0
SA32090,-3.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.768287559771748,8.881784197001252e-16,-28.0,0.0,0.0
SA32094,-7.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-20.0,0.0,12.415568974061584,0.0,0.0,0.0,0.0
SA32095,-4.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-14.0,-8.0,-9.0,-2.0,11.732324994606014,0.0,-28.0,0.0,0.0
SA32110,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-8.0,-20.0,0.0,-20.0,0.0,12.454129371575736,0.0,0.0,0.0,0.0
SA32118,-9.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-11.0,0.0,-8.0,0.0,-5.0,0.0,0.0,-11.0,0.0,-20.0,0.0,-20.0,0.0,12.442888346424883,0.0,0.0,0.0,0.0
SA32127,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-15.0,0.0,-20.0,0.0,12.391937027343374,0.0,0.0,0.0,0.0
SA32164,-8.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-4.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,0.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-14.0,-8.0,-20.0,0.0,11.815113523789865,0.0,-28.0,0.0,0.0
SA32174,-13.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-16.0,-15.0,0.0,0.0,-6.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.509031992391098,0.0,0.0,0.0,0.0
SA32285,-8.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,0.0,0.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-19.0,0.0,-15.0,0.0,11.815512715789737,0.0,-28.0,0.0,0.0
SA32297,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-20.0,-8.0,0.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-11.0,-6.0,-8.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-15.0,0.0,-20.0,0.0,12.454543578461557,0.0,0.0,0.0,0.0
SA32300,-21.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.954932923511471,0.0,0.0,0.0,0.0
SA32312,-4.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-15.0,0.0,-9.0,-2.0,12.342815831164703,0.0,0.0,0.0,0.0
SA32313,-2.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-7.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.765342339329079,8.881784197001252e-16,-28.0,0.0,0.0
SA32314,-5.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-15.0,0.0,-9.0,0.0,12.394234525496872,0.0,0.0,0.0,0.0
SA32316,-12.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-11.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.48374339311805,0.0,0.0,0.0,0.0
SA32322,-8.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,0.0,0.0,0.0,-5.0,0.0,0.0,-11.0,0.0,-19.0,-8.0,-15.0,0.0,11.814867788687868,0.0,-28.0,0.0,0.0
SA32340,-20.0,-20.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,-20.0,0.0,-15.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,12.791008676377386,0.0,-1.0,0.0,0.0
SA32346,-1.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-7.0,-15.0,-7.0,-4.0,-6.0,-17.0,-6.0,-6.0,-6.0,-3.0,0.0,-5.0,-6.0,-3.0,-11.0,-5.0,-15.0,-3.0,-9.0,-2.0,12.332085029760107,0.0,0.0,0.0,0.0
SA32348,-8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-20.0,0.0,-15.0,0.0,12.392186022952485,0.0,0.0,0.0,0.0
SA32350,-5.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.7434434823003,0.0,-28.0,0.0,0.0
SA32353,-5.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-15.0,-8.0,-9.0,0.0,12.353464185197854,0.0,0.0,0.0,0.0
SA32365,-6.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,0.0,0.0,-15.0,-8.0,-20.0,0.0,12.361506375316537,0.0,0.0,0.0,0.0
SA32370,-14.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-10.0,0.0,-20.0,-8.0,-11.0,-9.0,0.0,-16.0,-15.0,0.0,0.0,0.0,-20.0,0.0,-11.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.487271478439274,0.0,0.0,0.0,0.0
SA32382,-9.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,0.0,0.0,-11.0,-8.0,-20.0,0.0,-20.0,0.0,12.405615061959997,0.0,0.0,0.0,0.0
SA32412,-4.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-5.0,-6.0,-3.0,0.0,-5.0,-6.0,0.0,-11.0,-8.0,-14.0,0.0,-9.0,-2.0,11.732882366339254,0.0,-28.0,0.0,0.0
SA32421,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,0.0,0.0,-9.0,-14.0,-10.0,-15.0,-7.0,0.0,0.0,-20.0,-6.0,-11.0,-6.0,-8.0,0.0,-5.0,-16.0,0.0,0.0,0.0,-15.0,0.0,-20.0,0.0,12.45449785265128,0.0,0.0,0.0,0.0
SA32438,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-8.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-20.0,0.0,12.453484444473867,0.0,0.0,0.0,0.0
SA32467,-7.0,-13.0,0.0,-1.0,-2.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-8.0,-4.0,-9.0,-6.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-7.0,0.0,0.0,0.0,-5.0,-6.0,0.0,-11.0,0.0,-14.0,-8.0,-15.0,0.0,11.763077333952873,0.0,-28.0,0.0,0.0
SA32492,-10.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-20.0,-8.0,-5.0,-9.0,0.0,-10.0,-15.0,-7.0,0.0,-6.0,-20.0,-6.0,-11.0,0.0,-8.0,0.0,-5.0,0.0,0.0,0.0,0.0,-20.0,0.0,-20.0,0.0,12.451189687474841,0.0,0.0,0.0,0.0
